ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Days_Since_Customer,Education_Rank,Income_Z
3388,1967,Bachelors,Divorced,70844,1,1,10/30/2013,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,54,2899,2,0.8773144244934514
6131,1980,Master,Married,70829,1,1,1/12/2013,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,41,3190,3,0.876617752021008
10868,1951,Bachelors,Widow,70792,0,0,6/2/2013,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,70,3049,2,0.8748992932556475
7683,1968,Master,Married,70777,0,1,2/25/2014,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,53,2781,3,0.8742026207832041
11112,1966,Bachelors,Together,70713,0,1,3/12/2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,55,3496,2,0.8712301515674454
4137,1948,Bachelors,Together,70666,0,0,6/12/2013,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,73,3039,2,0.8690472444871228
4640,1967,Bachelors,Divorced,70647,0,1,9/21/2012,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,54,3303,2,0.8681647926886944
3074,1984,PhD,Married,70643,0,0,10/15/2012,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,37,3279,4,0.8679790133627094
2565,1955,Master,Divorced,70638,0,0,1/6/2013,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,0,0,66,3196,3,0.8677467892052283
2181,1970,Bachelors,Married,70617,0,0,6/23/2013,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,51,3028,2,0.8667714477438075
7290,1985,Bachelors,Single,70596,0,0,5/10/2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,36,3437,2,0.8657961062823868
8895,1985,Bachelors,Single,70596,0,0,5/10/2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,36,3437,2,0.8657961062823868
850,1968,Bachelors,Single,70566,0,1,6/10/2013,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,53,3041,2,0.8644027613374999
6255,1952,Master,Together,70545,0,1,3/6/2014,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,69,2772,3,0.8634274198760791
5080,1993,Bachelors,Single,70515,0,0,10/21/2013,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,28,2908,2,0.8620340749311922
4943,1953,Bachelors,Married,70503,0,0,9/30/2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,68,3294,2,0.8614767369532375
1215,1978,Bachelors,Together,70440,0,0,8/10/2013,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,43,2980,2,0.8585507125689751
6722,1954,PhD,Married,70421,0,1,6/28/2014,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,67,2658,4,0.8576682607705467
9988,1976,Master,Single,70379,0,1,3/3/2013,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,45,3140,3,0.8557175778477052
9260,1945,PhD,Married,70356,0,0,5/11/2012,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,76,3436,4,0.8546493467232918
9937,1979,Bachelors,Single,70337,0,0,2/1/2014,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,42,2805,2,0.8537668949248636
10814,1947,Bachelors,Together,70321,0,0,1/16/2013,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,74,3186,2,0.8530237776209239
3426,1975,Bachelors,Divorced,70300,1,0,7/15/2013,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,46,3006,2,0.8520484361595031
10383,1966,Bachelors,Divorced,70287,0,0,2/4/2013,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,55,3167,2,0.8514446533500521
1071,1976,PhD,Divorced,70179,0,1,7/21/2013,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,45,3000,4,0.8464286115484594
2793,1976,PhD,Divorced,70179,0,1,7/21/2013,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,45,3000,4,0.8464286115484594
7851,1949,Bachelors,Widow,70165,0,0,9/22/2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,72,2937,2,0.8457783839075123
10140,1983,PhD,Together,70123,0,0,9/28/2013,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,38,2931,4,0.8438277009846706
9029,1972,PhD,Married,70116,0,0,1/26/2013,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,49,3176,4,0.843502587164197
6606,1969,Master,Married,70091,1,0,3/31/2013,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,52,3112,3,0.8423414663767913
8925,1965,Master,Married,70053,0,1,3/7/2013,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,56,3136,3,0.8405765627799346
10092,1954,Bachelors,Divorced,70044,0,1,2/18/2013,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,67,3153,2,0.8401585592964685
1232,1982,PhD,Together,70038,0,0,10/25/2013,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,39,2904,4,0.8398798903074912
2345,1982,PhD,Together,70038,0,0,10/25/2013,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,39,2904,4,0.8398798903074912
9606,1965,PhD,Married,69969,0,0,8/27/2013,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,56,2963,4,0.8366751969342514
8602,1964,Bachelors,Divorced,69932,0,1,12/6/2013,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,57,2862,2,0.8349567381688909
8643,1971,Bachelors,Together,69930,0,0,5/26/2013,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,50,3056,2,0.8348638485058986
5847,1969,Bachelors,Divorced,69901,0,1,5/29/2013,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,52,3053,2,0.8335169483925079
4501,1965,Master,Single,69882,0,0,10/11/2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,56,2918,3,0.8326344965940795
3762,1986,PhD,Single,69867,0,0,2/4/2013,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,35,3167,4,0.8319378241216361
8659,1952,PhD,Together,69805,0,1,1/21/2014,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,69,2816,4,0.82905824456887
9185,1966,PhD,Single,69759,0,0,10/28/2013,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,55,2901,4,0.8269217823200434
10711,1945,Bachelors,Married,69755,0,0,2/10/2013,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,76,3161,2,0.8267360029940586
1743,1974,Bachelors,Single,69719,0,0,5/26/2014,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,47,2691,2,0.8250639890601943
1570,1951,PhD,Together,69702,0,1,2/19/2013,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,70,3152,4,0.8242744269247584
1184,1968,PhD,Divorced,69674,0,2,5/22/2013,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,53,3060,4,0.822973971642864
6999,1980,Master,Married,69661,0,0,5/13/2014,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,41,2704,3,0.8223701888334131
3834,1962,Bachelors,Single,69627,0,1,3/17/2013,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,59,3126,2,0.8207910645625413
2254,1983,Bachelors,Married,69520,0,0,7/7/2013,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0,38,3014,2,0.8158214675924448
454,1980,Bachelors,Together,69508,1,0,11/14/2012,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,41,3249,2,0.8152641296144901
7279,1969,PhD,Together,69476,0,0,9/30/2013,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,52,2929,4,0.8137778950066108
1927,1973,Master,Together,69401,0,1,3/23/2014,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,48,2755,3,0.8102945326443937
618,1977,PhD,Married,69389,0,1,9/28/2012,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,44,3296,4,0.8097371946664389
10240,1949,Bachelors,Together,69372,0,0,2/19/2013,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,72,3152,2,0.808947632531003
3463,1975,PhD,Married,69283,0,1,6/14/2014,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,46,2672,4,0.8048140425278386
2379,1953,Bachelors,Single,69267,0,0,9/22/2012,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,68,3302,2,0.804070925223899
9362,1965,Bachelors,Single,69263,0,1,5/3/2014,14,492,5,32,13,5,21,1,9,1,7,6,0,1,0,0,0,0,0,56,2714,2,0.803885145897914
8235,1956,Master,Together,69245,0,1,1/24/2014,8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,0,65,2813,3,0.803049138930982
7233,1972,Bachelors,Married,69209,0,0,9/17/2012,4,496,32,849,229,48,128,2,5,3,6,4,0,0,0,1,0,0,0,49,3307,2,0.8013771249971178
7300,1952,Bachelors,Divorced,69142,0,1,6/29/2014,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,69,2657,2,0.7982653212868704
3011,1965,Bachelors,Married,69139,0,1,1/27/2014,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,56,2810,2,0.7981259867923818
5232,1965,Bachelors,Married,69139,0,1,1/27/2014,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,56,2810,2,0.7981259867923818
2407,1982,Bachelors,Married,69109,0,0,9/11/2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,39,3313,2,0.7967326418474949
9064,1982,Bachelors,Married,69109,0,0,9/11/2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,39,3313,2,0.7967326418474949
4475,1949,PhD,Married,69098,0,0,2/16/2013,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,72,3155,4,0.7962217487010363
4477,1958,Bachelors,Together,69096,0,1,9/27/2013,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,63,2932,2,0.7961288590380439
5299,1970,PhD,Married,69084,1,0,11/19/2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,51,2879,4,0.7955715210600892
10727,1970,PhD,Married,69084,1,0,11/19/2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,51,2879,4,0.7955715210600892
1459,1966,PhD,Married,69063,0,1,7/11/2012,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,55,3375,4,0.7945961795986684
3389,1970,Bachelors,Married,69016,0,1,11/22/2012,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,51,3241,2,0.7924132725183456
6870,1959,PhD,Divorced,68805,0,1,9/17/2013,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,62,2942,4,0.7826134130726414
4910,1967,Bachelors,Divorced,68743,0,0,8/30/2012,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,54,3325,2,0.7797338335198752
4399,1969,Bachelors,Together,68695,0,0,6/25/2014,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,52,2661,2,0.7775044816080563
9888,1969,Bachelors,Together,68695,0,0,6/25/2014,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,52,2661,2,0.7775044816080563
3428,1991,PhD,Together,68682,0,0,6/10/2013,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,30,3041,4,0.7769006987986053
4500,1991,PhD,Together,68682,0,0,6/10/2013,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,30,3041,4,0.7769006987986053
8755,1946,Master,Married,68657,0,0,2/20/2013,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,75,3151,3,0.7757395780111996
6729,1988,Bachelors,Single,68655,0,0,10/8/2012,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,33,3286,2,0.7756466883482072
10172,1988,Bachelors,Single,68655,0,0,10/8/2012,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,33,3286,2,0.7756466883482072
7119,1982,Bachelors,Single,68627,0,0,12/1/2013,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,39,2867,2,0.7743462330663127
5396,1988,Bachelors,Married,68487,0,0,1/13/2013,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,33,3189,2,0.7678439566568407
6318,1988,Bachelors,Married,68487,0,0,1/13/2013,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,33,3189,2,0.7678439566568407
6184,1969,PhD,Married,68462,0,0,12/12/2012,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,52,3221,4,0.766682835869435
10673,1976,PhD,Married,68397,0,1,11/17/2013,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,45,2881,4,0.7636639218221801
2937,1974,PhD,Single,68352,0,1,8/28/2013,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,47,2962,4,0.7615739044048498
8985,1964,Master,Together,68316,0,1,4/11/2012,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,57,3466,3,0.7599018904709857
3262,1958,Bachelors,Single,68281,0,0,7/8/2012,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,1,63,3378,2,0.7582763213686177
8405,1979,Bachelors,Divorced,68274,1,1,9/30/2013,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,42,2929,2,0.757951207548144
3170,1957,Master,Together,68148,0,0,8/31/2013,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,64,2959,3,0.7520991587796193
8310,1964,Bachelors,Together,68142,0,1,8/29/2012,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,57,3326,2,0.7518204897906419
7431,1991,PhD,Single,68126,0,0,10/11/2012,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,30,3283,4,0.7510773724867023
2891,1963,Bachelors,Divorced,68118,0,1,10/18/2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,58,2911,2,0.7507058138347324
5011,1963,Bachelors,Divorced,68118,0,1,10/18/2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,58,2911,2,0.7507058138347324
3945,1947,PhD,Widow,68117,0,1,10/3/2013,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,1,74,2926,4,0.7506593690032362
2930,1978,Master,Single,68092,0,0,12/16/2013,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,43,2852,3,0.7494982482158304
716,1949,PhD,Together,67911,0,1,5/22/2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,72,2695,4,0.7410917337150131
6544,1949,PhD,Together,67911,0,1,5/22/2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,72,2695,4,0.7410917337150131
2882,1975,Master,Divorced,67893,0,1,1/10/2012,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,46,3558,3,0.7402557267480809
10530,1959,PhD,Widow,67786,0,0,7/12/2013,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,1,62,3009,4,0.7352861297779845
9723,1960,Bachelors,Married,67716,0,1,10/1/2013,8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,0,61,2928,2,0.7320349915732485
6518,1951,PhD,Widow,67680,0,1,11/6/2013,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,70,2892,4,0.7303629776393843
11013,1987,Bachelors,Together,67605,0,0,3/31/2013,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,34,3112,2,0.7268796152771672
2747,1988,PhD,Married,67546,0,0,8/31/2012,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,33,3324,4,0.7241393702188896
8867,1988,PhD,Married,67546,0,0,8/31/2012,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,33,3324,4,0.7241393702188896
1204,1970,PhD,Married,67536,0,1,5/22/2013,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,51,3060,4,0.7236749219039273
176,1980,Master,Single,67506,0,1,2/1/2014,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,41,2805,3,0.7222815769590405
2878,1947,PhD,Married,67472,0,1,9/28/2013,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,74,2931,4,0.7207024526881688
5462,1974,Bachelors,Married,67445,0,1,12/8/2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,47,3225,2,0.7194484422377706
6661,1974,Bachelors,Married,67445,0,1,12/8/2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,47,3225,2,0.7194484422377706
10897,1974,Bachelors,Married,67445,0,1,12/8/2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,47,3225,2,0.7194484422377706
8534,1952,Bachelors,Married,67433,0,2,7/16/2013,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,69,3005,2,0.7188911042598158
7072,1973,Bachelors,Married,67432,0,1,3/29/2013,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,48,3114,2,0.7188446594283197
1911,1987,Bachelors,Together,67430,0,0,5/9/2012,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,34,3438,2,0.7187517697653272
4406,1970,Bachelors,Together,67419,0,1,1/16/2013,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,51,3186,2,0.7182408766188686
5544,1970,Bachelors,Single,67384,0,1,10/11/2012,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,51,3283,2,0.7166153075165006
3412,1951,Master,Married,67381,0,1,1/15/2013,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,70,3187,3,0.7164759730220119
8732,1969,Master,Widow,67369,0,1,11/17/2012,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,52,3246,3,0.7159186350440572
4339,1970,PhD,Married,67353,0,1,12/31/2013,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,51,2837,4,0.7151755177401176
238,1967,Master,Together,67309,1,1,1/23/2013,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,54,3179,3,0.7131319451542835
9699,1966,Bachelors,Divorced,67272,0,1,12/21/2013,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,55,2847,2,0.7114134863889231
10476,1958,Bachelors,Married,67267,0,1,5/13/2014,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,63,2704,2,0.711181262231442
3799,1955,Bachelors,Married,67225,0,1,11/26/2013,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,66,2872,2,0.7092305793086003
9167,1956,Bachelors,Married,67131,0,1,3/26/2013,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,65,3117,2,0.7048647651479548
8402,1953,Master,Married,67087,0,1,12/17/2013,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,68,2851,3,0.7028211925621207
123,1951,Bachelors,Widow,67046,0,1,6/1/2013,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0,70,3050,2,0.7009169544707754
2875,1978,Bachelors,Married,67023,0,0,4/3/2014,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,43,2744,2,0.6998487233463622
1402,1954,Master,Married,66991,0,0,11/9/2012,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,67,3254,3,0.6983624887384828
5602,1989,PhD,Together,66973,0,0,5/17/2013,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,32,3065,4,0.6975264817715507
6637,1988,Bachelors,Single,66951,0,0,2/11/2013,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,33,3160,2,0.6965046954786337
10928,1958,Bachelors,Together,66886,0,1,9/16/2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,63,2943,2,0.6934857814313788
7881,1946,Master,Married,66835,0,0,9/28/2013,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,75,2931,3,0.6911170950250711
10562,1946,Master,Married,66835,0,0,9/28/2013,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,75,2931,3,0.6911170950250711
6445,1967,Bachelors,Together,66825,0,0,7/14/2013,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,54,3007,2,0.6906526467101088
9204,1970,Bachelors,Widow,66731,0,1,12/9/2012,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,51,3224,2,0.6862868325494634
10660,1957,Master,Married,66726,1,1,12/1/2014,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,64,2502,3,0.6860546083919823
5120,1982,Master,Together,66664,0,0,9/25/2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,39,3299,3,0.6831750288392161
10648,1982,Master,Together,66664,0,0,9/25/2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,39,3299,3,0.6831750288392161
3076,1975,Bachelors,Together,66653,1,1,7/9/2012,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,46,3377,2,0.6826641356927575
2995,1957,Master,Together,66636,0,0,8/17/2013,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,64,2973,3,0.6818745735573217
2416,1969,PhD,Single,66582,0,0,3/3/2014,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,52,2775,4,0.6793665526565253
9120,1962,Bachelors,Single,66565,0,1,5/12/2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,59,3435,2,0.6785769905210894
9478,1985,Bachelors,Single,66503,1,0,8/14/2012,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,36,3341,2,0.6756974109683233
246,1965,Bachelors,Married,66480,1,1,5/31/2014,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,56,2686,2,0.67462917984391
9907,1969,Master,Together,66476,0,1,4/12/2013,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,52,3100,3,0.6744434005179252
10142,1976,PhD,Divorced,66476,0,1,7/3/2013,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,45,3018,4,0.6744434005179252
7030,1955,PhD,Married,66465,0,1,3/30/2013,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,66,3113,4,0.6739325073714666
1729,1961,PhD,Together,66426,0,1,2/10/2013,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,60,3161,4,0.6721211589431138
3336,1948,PhD,Together,66375,0,1,11/21/2013,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,73,2877,4,0.669752472536806
9381,1978,Bachelors,Married,66373,1,1,12/6/2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,43,2862,2,0.6696595828738136
9384,1978,Bachelors,Married,66373,1,1,12/6/2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,43,2862,2,0.6696595828738136
10675,1956,PhD,Married,66334,0,1,3/4/2013,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,65,3139,4,0.6678482344454607
2304,1963,PhD,Together,66313,0,1,9/16/2013,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,58,2943,4,0.6668728929840398
10319,1971,Bachelors,Married,66303,0,1,2/26/2013,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,50,3145,2,0.6664084446690776
3535,1965,Bachelors,Single,66294,0,0,3/17/2014,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,56,2761,2,0.6659904411856116
591,1957,Bachelors,Widow,66033,0,1,1/20/2013,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,64,3182,2,0.6538683401650959
7718,1947,Master,Together,66000,0,0,4/20/2014,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,74,2727,3,0.6523356607257204
6233,1976,Bachelors,Married,65991,0,1,7/9/2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,45,3377,2,0.6519176572422543
11176,1970,PhD,Together,65968,0,1,12/5/2014,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,51,2498,4,0.650849426117841
9370,1945,PhD,Married,65846,0,0,5/17/2013,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,76,3065,4,0.6451831566753011
528,1978,Bachelors,Married,65819,0,0,11/29/2012,99,267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,0,0,43,3234,2,0.6439291462249029
832,1966,PhD,Together,65814,0,1,2/3/2014,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,55,2803,4,0.6436969220674218
8890,1971,PhD,Divorced,65808,1,1,5/30/2014,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,50,2687,4,0.6434182530784445
6327,1967,Bachelors,Together,65777,0,0,12/19/2013,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,54,2849,2,0.6419784633020613
7192,1955,Bachelors,Together,65748,0,1,4/15/2013,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,66,3097,2,0.6406315631886708
7987,1969,Bachelors,Married,65747,0,1,7/3/2014,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,52,2653,2,0.6405851183571745
8527,1965,Master,Together,65735,1,1,7/12/2013,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,56,3009,3,0.6400277803792198
3968,1970,Master,Divorced,65706,0,0,6/28/2013,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,0,1,51,3023,3,0.6386808802658291
